age,listening_time,songs_played_per_day,skip_rate,is_churned
50,236,55,0.1,0
36,198,20,0.46,1
49,233,62,0.26,0
48,130,66,0.55,1
31,235,25,0.01,0
51,88,92,0.6,0
17,41,6,0.56,0
20,103,19,0.33,1
16,218,68,0.25,1
45,238,66,0.06,0
19,154,99,0.27,0
39,149,41,0.43,0
31,248,71,0.07,0
48,272,85,0.58,0
36,231,96,0.58,1
56,108,69,0.54,0
52,267,7,0.34,0
59,238,40,0.09,0
58,195,55,0.07,0
57,212,46,0.18,1
29,169,32,0.26,0
50,204,92,0.15,1
34,144,56,0.12,1
18,205,83,0.23,0
31,275,78,0.19,0
23,245,2,0.06,0
54,282,69,0.07,0
43,144,44,0.34,0
52,146,63,0.16,0
55,266,74,0.01,0
46,90,3,0.07,1
45,136,20,0.33,1
19,113,92,0.26,1
49,61,34,0.43,0
58,231,87,0.45,0
52,192,84,0.06,1
24,291,43,0.05,1
47,204,52,0.04,1
42,37,98,0.26,0
16,145,48,0.52,0
55,87,23,0.58,0
50,41,4,0.46,0
29,51,55,0.48,0
29,114,83,0.13,1
35,41,76,0.51,1
48,260,33,0.53,0
38,123,4,0.53,0
41,80,29,0.16,1
50,85,64,0.14,0
45,266,84,0.17,0
42,230,62,0.3,0
29,298,35,0.24,0
37,278,70,0.18,0
19,214,83,0.15,0
57,157,7,0.39,0
43,78,3,0.32,0
40,257,50,0.38,0
30,58,87,0.46,0
33,75,8,0.24,0
56,256,40,0.53,1
21,235,80,0.04,0
26,122,2,0.36,0
36,285,97,0.09,0
27,178,82,0.01,0
20,270,82,0.03,0
38,74,47,0.19,0
29,223,57,0.15,0
46,132,75,0.12,0
52,230,45,0.03,0
23,23,97,0.16,0
18,116,85,0.19,1
44,43,32,0.12,0
49,231,82,0.11,0
27,275,3,0.49,0
45,153,2,0.15,0
22,278,40,0.25,0
57,254,72,0.07,0
34,42,16,0.5,1
36,152,39,0.06,0
45,159,34,0.01,0
45,158,97,0.5,0
50,59,37,0.43,0
22,272,54,0.14,0
59,203,66,0.48,0
25,193,36,0.33,1
44,34,74,0.19,0
32,233,45,0.05,0
57,69,21,0.41,0
30,32,38,0.16,0
20,99,23,0.26,0
23,141,89,0.57,0
26,115,12,0.11,0
21,160,57,0.22,0
33,104,18,0.4,0
56,269,54,0.21,0
58,245,43,0.2,0
36,230,15,0.58,0
16,30,37,0.27,0
44,279,6,0.58,0
23,280,46,0.0,0
44,68,32,0.18,1
44,37,93,0.19,0
51,226,11,0.27,0
48,205,49,0.55,0
39,109,95,0.58,0
59,44,36,0.29,0
55,258,66,0.21,0
49,211,91,0.34,0
31,215,93,0.32,0
43,218,53,0.02,0
52,255,20,0.04,0
35,218,97,0.53,0
26,222,5,0.03,1
21,271,52,0.39,0
44,85,92,0.06,1
35,185,91,0.24,0
45,66,64,0.58,1
41,276,35,0.59,1
41,256,38,0.37,0
25,177,91,0.53,0
58,103,86,0.19,0
41,196,98,0.24,0
30,178,7,0.49,1
20,165,32,0.19,1
17,132,74,0.58,1
16,203,15,0.24,0
23,201,16,0.1,0
26,78,72,0.5,0
49,159,15,0.07,0
18,45,16,0.1,1
29,89,1,0.21,0
34,54,36,0.09,0
46,78,58,0.42,0
57,176,6,0.12,0
25,74,5,0.25,0
34,265,96,0.3,0
45,78,31,0.18,1
35,166,7,0.24,0
50,254,19,0.27,0
48,172,31,0.18,0
17,15,78,0.13,0
56,269,9,0.51,1
30,154,33,0.27,1
58,37,53,0.05,0
54,22,98,0.58,0
27,54,18,0.01,0
33,107,75,0.45,0
39,215,11,0.52,1
50,124,85,0.41,0
29,280,84,0.51,0
37,182,48,0.34,0
21,289,63,0.2,0
24,42,60,0.29,0
29,243,6,0.03,0
16,173,65,0.5,0
56,248,11,0.39,0
36,237,48,0.18,0
40,95,83,0.56,0
38,209,81,0.39,0
41,171,67,0.43,0
49,96,2,0.29,0
26,227,1,0.19,0
24,226,29,0.31,0
29,102,67,0.43,0
20,23,84,0.2,0
37,187,7,0.29,0
36,27,30,0.12,0
49,199,19,0.26,1
39,23,97,0.11,0
42,279,98,0.12,0
47,262,98,0.05,0
45,241,12,0.0,0
42,170,39,0.36,0
28,78,64,0.51,0
24,219,37,0.39,0
45,116,97,0.21,1
58,136,12,0.36,0
39,275,67,0.12,0
41,234,7,0.22,1
35,231,81,0.01,1
27,191,54,0.51,0
21,213,91,0.36,1
19,93,57,0.05,0
21,45,67,0.45,1
51,79,98,0.02,0
39,156,79,0.07,0
25,125,28,0.11,0
39,110,19,0.38,0
43,252,59,0.06,0
19,16,29,0.1,0
30,116,71,0.15,0
55,93,85,0.4,1
46,64,83,0.16,1
23,97,24,0.25,0
33,274,68,0.24,0
18,237,63,0.1,0
47,184,55,0.01,1
51,199,13,0.02,0
16,72,4,0.16,0
53,16,79,0.44,1
19,42,30,0.21,0
47,119,33,0.32,0
53,153,84,0.18,0
58,36,53,0.44,0
26,199,20,0.55,1
29,50,5,0.26,0
57,171,46,0.57,0
58,26,99,0.3,0
54,229,81,0.59,0
23,103,35,0.39,0
36,210,25,0.17,1
48,267,50,0.59,0
49,283,8,0.38,0
34,156,52,0.2,0
43,277,9,0.48,0
17,250,39,0.03,0
53,187,38,0.04,0
19,161,69,0.34,0
29,28,60,0.26,0
37,224,29,0.56,0
39,93,92,0.01,0
50,102,3,0.41,0
30,287,31,0.27,1
27,135,18,0.53,0
19,96,42,0.41,1
21,264,95,0.24,1
49,30,33,0.43,0
32,279,60,0.48,1
46,183,64,0.4,0
22,207,65,0.04,1
46,152,27,0.41,0
35,261,75,0.29,1
42,122,27,0.03,0
25,91,34,0.01,0
58,230,68,0.29,0
57,31,60,0.11,0
54,44,57,0.19,1
45,233,55,0.56,0
42,299,32,0.39,0
22,37,79,0.38,1
22,284,23,0.07,0
35,138,68,0.38,1
26,112,90,0.1,1
36,33,9,0.37,0
31,191,81,0.08,1
50,183,37,0.55,0
48,197,85,0.57,0
54,36,54,0.03,0
52,64,50,0.55,0
17,245,23,0.19,0
56,83,96,0.19,0
17,232,48,0.53,0
49,278,74,0.26,1
56,27,35,0.48,0
30,257,28,0.36,0
21,36,59,0.07,0
23,287,63,0.07,0
55,116,35,0.03,0
48,234,11,0.15,0
35,51,6,0.19,0
43,287,22,0.44,1
47,143,99,0.29,0
25,132,69,0.54,0
44,12,31,0.01,0
51,238,84,0.12,1
43,256,20,0.38,1
46,201,13,0.24,1
38,57,92,0.23,0
37,281,44,0.2,1
51,36,78,0.47,0
27,192,62,0.47,0
41,19,57,0.29,0
58,85,24,0.33,1
59,170,73,0.21,0
56,115,41,0.2,0
32,256,91,0.38,0
48,24,26,0.49,0
24,81,70,0.27,0
40,191,70,0.29,0
42,47,97,0.06,0
57,164,9,0.55,0
21,53,68,0.31,0
30,175,31,0.29,0
39,269,27,0.52,0
47,150,22,0.1,1
56,18,27,0.14,0
43,96,38,0.57,1
19,197,86,0.0,1
30,112,29,0.3,0
35,152,63,0.14,1
48,183,43,0.26,0
32,73,20,0.58,0
37,204,25,0.33,0
23,142,6,0.34,0
43,68,44,0.25,0
51,227,5,0.53,1
42,188,67,0.47,0
57,86,83,0.09,0
46,61,85,0.57,1
52,28,33,0.19,0
21,50,47,0.37,0
45,20,14,0.45,1
21,176,41,0.57,0
41,46,53,0.25,0
22,77,88,0.33,0
49,37,17,0.2,0
37,256,30,0.14,0
31,240,84,0.58,0
47,196,24,0.07,0
53,57,16,0.5,0
57,214,51,0.15,1
19,48,83,0.44,1
53,99,1,0.24,0
43,172,88,0.36,0
59,166,68,0.23,0
24,108,86,0.38,1
32,33,42,0.47,0
47,125,33,0.38,0
35,142,21,0.07,0
22,242,90,0.03,1
17,196,12,0.44,0
16,99,66,0.37,0
41,128,12,0.05,0
21,231,31,0.55,0
30,68,50,0.53,0
37,266,49,0.6,0
19,197,74,0.39,0
41,217,7,0.31,1
56,23,68,0.45,1
55,160,66,0.47,0
43,163,34,0.37,0
22,224,80,0.54,0
44,55,48,0.57,0
53,79,73,0.53,0
37,115,23,0.54,0
18,20,67,0.38,0
26,132,51,0.08,1
25,150,41,0.42,0
55,91,55,0.59,0
43,262,32,0.04,0
18,109,73,0.12,0
52,88,49,0.36,0
25,22,96,0.22,1
56,179,73,0.58,0
31,46,28,0.49,0
33,171,39,0.14,0
53,165,67,0.25,0
53,48,3,0.11,0
56,254,4,0.29,0
47,285,93,0.27,1
24,110,53,0.41,1
55,130,99,0.32,1
37,245,13,0.17,0
19,99,28,0.18,0
32,77,59,0.4,0
29,46,11,0.57,0
35,52,41,0.35,0
20,99,6,0.13,1
42,188,42,0.07,0
22,67,73,0.56,1
16,27,21,0.57,0
50,63,7,0.11,0
20,112,41,0.17,1
38,231,24,0.2,0
54,49,70,0.03,0
49,82,53,0.4,1
43,144,19,0.03,0
34,112,61,0.43,0
54,38,78,0.27,0
39,243,42,0.59,0
48,217,17,0.34,0
43,218,38,0.56,0
39,260,29,0.5,0
51,41,19,0.1,1
59,165,74,0.16,0
36,41,43,0.57,0
54,227,22,0.49,0
59,291,31,0.13,1
35,76,78,0.07,0
36,273,34,0.38,0
22,289,97,0.53,0
42,87,13,0.05,0
51,259,10,0.37,1
40,269,38,0.22,0
20,179,7,0.41,0
41,67,18,0.54,0
36,100,34,0.08,1
34,75,35,0.54,0
26,282,24,0.54,1
17,99,74,0.2,1
22,160,55,0.26,1
46,218,88,0.34,0
37,125,52,0.07,1
59,252,82,0.07,0
47,166,1,0.22,0
57,118,81,0.12,1
54,35,50,0.47,0
18,207,90,0.02,0
59,19,88,0.58,1
51,214,49,0.03,0
17,242,84,0.07,1
28,65,82,0.36,1
40,231,60,0.15,0
57,161,46,0.55,0
54,199,95,0.51,0
59,151,45,0.08,0
23,239,58,0.02,0
25,157,91,0.51,0
29,125,42,0.2,0
46,116,37,0.45,0
35,43,27,0.07,1
39,104,22,0.32,1
16,33,95,0.3,0
35,286,56,0.04,1
59,11,11,0.36,1
31,94,4,0.44,1
36,140,91,0.05,0
28,146,68,0.03,0
40,137,89,0.1,0
55,121,69,0.42,1
34,70,9,0.21,0
40,169,90,0.28,0
48,161,57,0.47,1
23,99,39,0.4,0
50,140,89,0.24,0
55,155,24,0.15,0
36,121,2,0.36,1
40,54,31,0.3,1
42,235,23,0.33,0
21,224,58,0.59,0
16,177,50,0.49,0
52,288,88,0.45,0
59,115,35,0.3,1
43,221,13,0.58,0
53,73,91,0.15,0
16,95,46,0.03,0
54,46,86,0.12,0
45,59,28,0.32,1
50,264,71,0.27,0
27,55,84,0.43,1
36,202,43,0.04,0
36,66,82,0.56,0
26,224,20,0.18,0
30,175,25,0.57,0
39,143,40,0.41,0
24,202,77,0.4,1
31,203,35,0.29,1
31,21,82,0.21,0
32,82,91,0.3,1
51,175,34,0.59,1
50,234,23,0.24,0
23,150,20,0.16,0
55,246,81,0.58,0
54,80,36,0.43,0
24,67,43,0.58,0
56,12,99,0.52,0
23,288,88,0.53,0
19,178,84,0.13,1
22,221,59,0.45,0
22,117,73,0.31,1
26,13,11,0.27,1
36,130,25,0.05,1
49,83,45,0.03,0
20,86,77,0.27,0
16,206,42,0.07,1
17,258,80,0.16,0
54,120,71,0.35,0
50,55,42,0.26,0
32,133,75,0.22,0
25,159,16,0.57,0
34,109,3,0.49,1
27,92,43,0.32,0
49,279,78,0.56,0
17,41,80,0.14,1
27,245,55,0.38,0
42,166,61,0.38,0
55,21,66,0.33,0
51,34,96,0.6,1
24,273,78,0.57,1
47,264,95,0.06,0
28,159,82,0.56,0
57,151,61,0.51,1
16,277,49,0.22,0
57,104,78,0.42,0
34,255,49,0.3,1
27,80,74,0.42,1
49,120,3,0.11,0
29,229,56,0.23,0
46,99,86,0.24,0
46,268,69,0.45,0
42,86,42,0.03,0
54,223,29,0.33,0
44,148,62,0.0,0
25,29,57,0.44,1
54,229,17,0.04,0
36,254,36,0.15,0
25,239,16,0.58,1
34,120,48,0.54,1
33,41,65,0.44,0
35,65,63,0.24,1
49,207,22,0.4,0
22,278,40,0.25,0
27,22,93,0.07,0
46,237,28,0.12,1
40,101,57,0.26,0
35,285,15,0.16,1
37,283,60,0.3,1
42,255,99,0.58,1
43,17,54,0.47,0
50,67,41,0.53,0
31,48,46,0.29,0
30,12,71,0.0,0
39,224,50,0.37,0
49,207,85,0.29,1
58,133,42,0.02,1
45,139,79,0.08,0
42,102,58,0.03,1
37,151,63,0.16,0
27,187,90,0.53,1
52,93,26,0.54,0
50,217,46,0.52,0
51,235,6,0.41,0
51,128,97,0.13,0
52,262,88,0.23,0
19,283,49,0.19,0
43,285,90,0.26,0
30,83,61,0.31,0
22,277,62,0.0,0
29,108,45,0.34,0
32,17,68,0.56,0
28,208,22,0.29,0
44,140,92,0.12,0
45,285,80,0.19,0
41,139,18,0.25,0
58,17,90,0.14,0
18,78,64,0.0,1
16,101,91,0.39,0
45,42,41,0.17,0
22,52,95,0.46,0
35,294,97,0.58,0
46,274,48,0.15,0
47,101,25,0.51,0
17,225,95,0.13,1
57,140,57,0.46,0
33,40,26,0.02,1
16,66,19,0.22,1
28,48,4,0.24,0
52,181,18,0.57,0
46,86,47,0.24,0
22,50,30,0.03,1
38,46,49,0.4,1
39,240,54,0.06,0
33,87,40,0.57,0
21,168,89,0.26,0
45,111,26,0.49,0
34,102,56,0.24,0
33,214,80,0.18,0
55,163,55,0.6,0
27,160,20,0.51,0
37,270,18,0.03,0
34,74,71,0.24,0
21,110,81,0.34,1
30,260,17,0.25,1
16,149,29,0.25,0
20,151,47,0.34,0
31,19,25,0.25,0
18,235,86,0.57,0
22,64,53,0.29,0
18,131,7,0.27,0
50,229,71,0.54,1
25,101,99,0.34,0
49,195,39,0.52,1
29,118,19,0.16,1
26,176,20,0.48,1
53,31,72,0.46,0
22,250,26,0.21,0
19,228,92,0.4,1
51,157,19,0.53,0
42,82,27,0.58,1
46,154,51,0.16,1
17,211,24,0.09,1
59,65,24,0.04,0
24,221,65,0.5,1
51,283,16,0.27,0
27,147,78,0.15,0
32,279,78,0.42,0
30,134,71,0.05,0
24,73,18,0.55,0
22,239,32,0.35,0
28,64,97,0.13,0
17,113,76,0.13,1
43,61,51,0.48,0
36,173,29,0.1,0
20,239,42,0.57,1
43,108,53,0.03,1
28,276,85,0.51,0
26,41,49,0.46,0
20,233,90,0.4,0
38,247,15,0.26,0
50,257,82,0.04,0
32,233,46,0.22,0
37,278,19,0.58,0
35,184,64,0.24,0
40,121,2,0.53,0
33,44,71,0.48,1
34,147,59,0.15,1
38,165,39,0.55,1
27,38,25,0.55,0
58,11,71,0.56,0
19,87,66,0.43,0
19,63,61,0.1,0
25,241,18,0.14,0
56,92,47,0.17,1
25,262,9,0.02,0
51,253,1,0.01,0
17,270,27,0.43,0
16,248,60,0.09,0
48,156,5,0.16,0
59,225,77,0.55,0
39,84,41,0.45,0
20,215,68,0.4,0
39,180,32,0.23,0
24,88,55,0.47,0
34,157,83,0.05,0
38,156,92,0.11,1
52,250,70,0.48,1
21,143,40,0.17,0
44,39,8,0.56,1
17,273,32,0.21,0
43,250,8,0.39,0
30,159,18,0.5,0
20,237,27,0.42,0
47,55,73,0.41,1
55,79,55,0.1,0
34,272,48,0.5,0
18,70,51,0.4,0
42,234,16,0.13,0
39,195,82,0.57,0
20,28,88,0.19,0
39,38,28,0.02,0
49,177,24,0.03,1
17,290,88,0.58,0
30,243,14,0.0,0
29,28,22,0.6,0
27,45,9,0.21,0
24,279,37,0.16,0
35,164,60,0.49,1
31,207,39,0.28,0
37,56,10,0.02,0
23,268,56,0.53,0
50,67,76,0.27,1
34,114,41,0.05,0
32,270,34,0.51,0
25,199,90,0.51,1
32,182,12,0.54,0
51,203,84,0.53,0
33,149,84,0.01,0
48,118,41,0.44,0
24,182,59,0.34,0
43,212,42,0.48,0
25,11,51,0.21,0
59,35,27,0.29,0
19,241,91,0.51,0
38,20,49,0.06,0
48,140,66,0.59,0
30,233,95,0.36,1
52,187,30,0.29,0
51,62,36,0.38,1
49,272,75,0.53,0
18,195,37,0.26,0
42,210,13,0.32,0
38,226,44,0.26,0
24,71,1,0.28,1
36,243,73,0.2,0
16,131,28,0.31,1
54,112,77,0.32,0
40,190,81,0.09,0
46,171,91,0.14,0
31,20,47,0.12,0
42,256,49,0.12,0
42,66,53,0.5,0
59,199,67,0.14,0
24,92,79,0.47,0
21,161,49,0.34,0
38,296,65,0.37,0
29,219,49,0.48,0
20,45,1,0.57,0
44,154,98,0.07,1
58,228,14,0.03,0
34,163,14,0.07,0
36,113,30,0.08,0
51,70,91,0.04,0
48,209,66,0.37,1
44,200,14,0.28,0
55,111,46,0.4,1
39,186,37,0.38,0
34,250,13,0.48,1
32,31,30,0.5,0
30,195,87,0.1,1
34,239,53,0.28,0
56,273,29,0.23,1
24,260,46,0.42,0
54,168,71,0.58,0
27,185,6,0.1,1
33,252,56,0.44,1
26,229,16,0.4,0
47,225,68,0.25,1
16,146,81,0.56,0
18,27,83,0.47,1
28,21,61,0.26,1
59,251,77,0.1,1
45,284,90,0.48,0
57,226,55,0.6,0
22,239,73,0.46,1
28,229,12,0.48,0
37,213,40,0.57,0
35,90,37,0.21,0
57,18,62,0.47,0
17,48,44,0.59,1
30,76,5,0.2,1
33,202,21,0.51,1
49,207,85,0.39,0
25,115,35,0.21,0
41,263,76,0.56,0
39,77,64,0.34,1
47,115,90,0.24,0
59,286,68,0.46,0
25,68,37,0.2,1
50,252,22,0.41,0
29,181,86,0.5,1
39,150,12,0.16,0
25,166,8,0.56,0
49,253,75,0.13,1
50,45,83,0.18,0
36,72,65,0.43,0
56,198,28,0.0,0
37,16,43,0.39,0
44,170,32,0.3,1
42,68,19,0.4,1
19,218,18,0.46,0
52,124,59,0.41,0
37,133,67,0.17,0
26,137,58,0.36,1
58,293,99,0.31,1
52,18,4,0.12,0
42,42,34,0.6,1
56,125,81,0.08,0
47,266,52,0.54,1
31,13,70,0.34,0
41,57,72,0.09,1
47,23,66,0.59,1
25,108,53,0.14,0
20,102,85,0.09,0
16,91,79,0.53,0
34,74,40,0.01,0
24,171,38,0.28,0
44,197,85,0.39,0
36,203,72,0.19,0
30,106,25,0.57,1
42,225,8,0.32,0
25,280,26,0.42,0
58,78,87,0.0,0
53,176,6,0.51,0
23,287,64,0.05,0
23,42,31,0.32,0
25,272,94,0.23,0
46,10,99,0.18,1
49,203,79,0.35,1
56,123,71,0.5,0
56,115,34,0.59,1
50,227,30,0.04,0
48,40,8,0.29,1
30,179,61,0.4,1
23,290,74,0.19,0
50,57,91,0.21,0
57,10,72,0.43,0
26,88,91,0.25,1
18,237,76,0.57,0
28,268,39,0.42,0
54,100,23,0.44,0
36,83,71,0.08,0
28,177,26,0.22,0
40,146,93,0.52,0
19,182,2,0.53,1
33,180,32,0.34,0
52,64,78,0.46,0
23,115,85,0.16,1
34,101,26,0.19,0
22,185,11,0.17,0
36,80,21,0.2,0
52,260,11,0.12,0
21,269,86,0.16,1
30,141,1,0.49,0
51,291,72,0.33,0
18,111,14,0.6,0
43,187,75,0.54,0
45,202,21,0.14,1
31,82,54,0.47,0
20,286,53,0.45,1
23,128,82,0.36,0
18,235,36,0.19,0
45,102,77,0.1,0
22,149,91,0.48,0
50,215,46,0.54,0
49,66,25,0.27,0
50,272,60,0.32,0
43,194,21,0.26,0
25,38,38,0.46,0
22,247,57,0.42,1
18,109,93,0.45,0
52,145,90,0.14,0
26,148,91,0.01,0
26,244,12,0.3,0
41,192,81,0.43,0
33,236,64,0.34,0
19,46,22,0.11,0
22,282,31,0.6,0
49,286,60,0.57,0
46,49,74,0.2,1
59,25,41,0.42,1
22,40,98,0.44,0
18,131,10,0.3,0
30,103,11,0.25,0
38,180,77,0.08,0
28,45,97,0.39,0
26,13,39,0.31,0
30,154,77,0.29,0
24,52,86,0.28,0
28,292,5,0.41,0
18,182,90,0.13,1
21,24,63,0.26,0
27,167,79,0.07,0
55,139,7,0.06,1
35,53,73,0.18,0
38,253,47,0.38,0
24,25,98,0.5,0
33,31,97,0.26,1
31,150,43,0.44,1
57,123,8,0.57,0
45,248,14,0.45,0
53,167,2,0.1,0
45,219,68,0.6,0
33,160,40,0.03,0
16,60,12,0.19,0
36,211,48,0.42,1
28,63,82,0.17,1
28,114,23,0.09,0
49,274,38,0.1,0
59,97,35,0.01,0
53,244,82,0.31,0
34,286,56,0.19,0
20,133,65,0.04,0
35,199,91,0.02,0
16,117,56,0.0,1
42,233,94,0.37,0
39,132,69,0.58,0
31,79,17,0.3,0
32,115,56,0.01,0
16,214,6,0.15,1
51,165,81,0.54,0
59,85,79,0.09,0
45,90,29,0.06,1
44,208,2,0.51,0
50,94,89,0.33,0
25,251,68,0.28,0
31,268,16,0.49,0
55,133,75,0.39,0
43,124,16,0.49,0
51,17,2,0.39,0
33,167,99,0.22,0
47,98,3,0.0,0
45,93,83,0.04,0
58,159,4,0.14,1
32,147,88,0.15,0
22,151,30,0.06,0
47,105,30,0.51,0
40,296,57,0.14,0
40,131,37,0.47,0
34,47,28,0.17,0
57,129,78,0.54,0
30,217,27,0.33,1
54,280,18,0.56,0
36,108,15,0.04,1
19,262,97,0.6,0
57,287,73,0.41,0
18,118,66,0.4,1
25,93,87,0.14,0
50,139,97,0.12,0
16,259,88,0.19,0
18,98,65,0.05,1
45,61,77,0.21,0
45,81,70,0.43,1
46,204,80,0.25,0
49,158,44,0.09,1
21,174,8,0.08,1
46,72,22,0.19,0
32,22,81,0.41,0
38,118,72,0.22,0
21,292,83,0.3,1
27,261,9,0.12,0
35,15,33,0.59,0
48,92,61,0.27,0
52,50,55,0.35,0
58,144,54,0.33,0
32,137,88,0.21,0
28,195,78,0.38,1
41,61,1,0.39,1
53,297,2,0.37,0
47,73,34,0.4,0
34,117,53,0.41,0
45,243,39,0.31,0
19,150,88,0.59,0
47,157,62,0.06,0
45,201,39,0.51,0
24,211,74,0.15,0
45,290,27,0.47,1
30,150,99,0.5,0
57,97,30,0.33,1
50,60,93,0.34,0
52,20,60,0.6,0
24,249,5,0.53,1
59,48,37,0.29,1
23,180,63,0.01,0
36,194,91,0.07,1
27,250,24,0.38,0
21,195,55,0.07,1
33,262,60,0.31,0
28,249,78,0.24,0
43,177,66,0.24,0
49,101,39,0.39,0
23,84,23,0.04,0
49,255,88,0.44,0
23,234,87,0.27,0
46,149,83,0.56,1
53,289,55,0.25,0
17,266,28,0.47,1
35,214,29,0.27,0
48,176,65,0.11,0
22,36,32,0.44,0
22,291,43,0.14,1
30,176,68,0.56,0
17,108,17,0.17,0
58,232,15,0.01,0
58,13,78,0.43,0
26,279,39,0.45,0
39,45,47,0.53,0
52,153,97,0.39,0
34,203,56,0.04,0
31,258,75,0.38,0
21,279,45,0.16,0
57,106,47,0.4,1
33,101,72,0.19,0
31,23,76,0.55,0
17,85,66,0.49,0
19,150,20,0.34,0
56,12,66,0.56,1
52,38,85,0.23,1
48,44,68,0.2,0
58,75,20,0.05,0
22,161,78,0.29,1
22,66,52,0.52,1
16,60,9,0.6,0
55,179,44,0.3,0
42,224,63,0.32,1
54,225,24,0.53,0
52,74,79,0.26,0
39,226,71,0.02,0
55,285,30,0.33,0
26,275,19,0.17,0
52,247,11,0.04,1
34,153,82,0.47,0
16,296,77,0.1,0
31,129,97,0.21,0
47,283,24,0.15,0
30,79,67,0.22,1
50,282,19,0.38,1
30,159,57,0.46,0
20,147,41,0.19,0
29,92,96,0.08,0
26,86,65,0.0,0
45,209,81,0.26,1
21,157,64,0.4,1
17,224,5,0.25,0
34,278,28,0.25,0
41,183,66,0.4,0
47,135,28,0.32,0
21,36,1,0.02,0
44,209,34,0.44,0
32,159,88,0.31,0
30,204,97,0.31,0
19,235,86,0.36,0
33,115,30,0.58,1
43,201,37,0.19,0
52,46,75,0.07,0
21,83,67,0.39,1
55,98,70,0.07,0
59,251,21,0.02,0
19,241,20,0.03,0
36,276,29,0.56,0
33,41,90,0.56,0
57,57,42,0.37,1
51,296,31,0.49,0
51,223,55,0.42,0
55,273,66,0.05,1
30,150,9,0.05,0
41,20,84,0.52,1
54,51,60,0.18,0
49,25,6,0.34,0
27,297,18,0.15,0
55,235,72,0.55,0
56,117,9,0.56,0
45,77,92,0.12,0
46,296,52,0.33,0
31,65,51,0.19,0
33,133,11,0.43,1
20,107,85,0.1,0
26,75,73,0.5,1
46,225,18,0.0,0
31,147,27,0.24,0
36,34,24,0.35,0
24,267,54,0.02,1
51,97,36,0.25,0
29,254,81,0.59,0
33,253,30,0.07,0
46,182,20,0.47,0
23,27,95,0.4,0
19,51,76,0.04,0
33,149,36,0.32,0
24,271,7,0.12,0
16,289,42,0.15,0
28,293,40,0.25,0
58,257,56,0.25,0
52,63,99,0.41,0
58,22,74,0.25,1
57,230,65,0.49,1
18,155,79,0.32,0
42,193,24,0.56,0
32,65,88,0.06,0
40,29,20,0.57,0
53,265,14,0.39,0
25,43,6,0.09,1
23,98,33,0.13,0
40,86,18,0.31,0
25,34,91,0.11,0
49,113,42,0.32,0
28,255,68,0.1,1
59,38,30,0.15,0
51,209,12,0.27,0
40,35,43,0.12,0
19,65,14,0.07,0
33,219,55,0.52,0
21,103,82,0.37,1
17,204,6,0.49,0
38,42,31,0.51,0
35,194,76,0.12,0
30,32,35,0.31,0
37,22,91,0.3,0
42,74,97,0.02,0
26,233,69,0.42,0
24,88,72,0.3,0
45,52,74,0.54,1
23,232,30,0.52,0
56,221,72,0.3,0
39,239,39,0.1,0
49,105,99,0.01,0
20,186,26,0.41,0
24,205,86,0.21,0
56,249,96,0.19,1
23,242,2,0.34,0
54,108,65,0.26,0
19,179,61,0.19,1
32,106,94,0.07,0
31,11,61,0.0,0
32,116,77,0.57,0
29,42,51,0.6,0
36,192,45,0.35,1
30,96,10,0.39,0
51,279,13,0.22,1
23,105,15,0.49,1
55,204,10,0.12,0
48,174,99,0.39,0
19,125,95,0.57,1
44,241,42,0.19,1
59,195,21,0.54,0
39,68,43,0.1,1
59,187,79,0.31,1
45,61,95,0.29,1
39,112,53,0.27,0
31,103,44,0.52,0
51,126,22,0.58,0
18,276,22,0.18,0
58,225,82,0.06,0
35,227,82,0.59,1
45,181,87,0.57,0
44,255,74,0.43,0
20,112,45,0.55,0
48,29,99,0.4,0
50,129,25,0.34,0
48,107,6,0.06,0
46,281,72,0.11,1
23,28,87,0.39,0
40,132,39,0.09,0
27,274,17,0.24,1
36,205,60,0.43,0
56,190,94,0.44,0
43,163,36,0.28,0
18,143,93,0.59,0
23,20,90,0.01,1
55,234,75,0.54,0
44,59,6,0.57,1
42,172,28,0.56,0
17,206,61,0.1,1
36,226,24,0.08,1
44,41,46,0.25,0
20,215,71,0.56,0
55,108,66,0.35,0
28,108,68,0.0,1
35,283,39,0.12,0
30,36,6,0.06,1
59,276,23,0.45,1
47,73,59,0.42,0
46,10,41,0.52,1
37,110,38,0.57,1
52,177,83,0.45,0
23,155,88,0.34,0
54,33,61,0.59,1
49,121,19,0.24,0
53,205,60,0.37,0
29,114,32,0.1,0
33,50,79,0.14,1
58,145,15,0.32,0
47,137,70,0.1,0
22,265,30,0.36,0
36,106,30,0.47,0
40,176,16,0.18,0
28,32,92,0.37,1
35,161,95,0.53,0
51,85,90,0.33,1
43,216,55,0.5,0
21,40,99,0.51,1
53,270,7,0.41,0
57,237,29,0.56,0
27,61,63,0.11,0
34,189,94,0.29,0
47,287,80,0.43,1
38,107,80,0.5,0
21,121,15,0.01,0
17,264,61,0.51,0
52,253,43,0.41,0
31,159,52,0.0,1
28,26,36,0.47,0
21,40,61,0.06,0
52,64,85,0.17,0
22,241,40,0.31,1
50,289,16,0.31,0
23,292,74,0.35,0
36,226,2,0.13,1
46,238,29,0.45,0
51,128,40,0.41,0
50,184,30,0.01,0
33,66,53,0.03,0
28,53,8,0.53,0
44,180,39,0.51,1
37,110,1,0.05,0
